Backbone
beit_base_patch16_224.in22k_ft_in22k
edgenext_xx_small.in1k
resnetv2_50x1_bit.goog_distilled_in1k
vit_base_patch16_224.dino
efficientnetv2_rw_m.agc_in1k
efficientnet_b5.sw_in12k_ft_in1k
vit_tiny_patch16_224.augreg_in21k_ft_in1k
vit_small_patch14_dinov2.lvd142m
efficientnetv2_rw_t.ra2_in1k
tf_efficientnetv2_m.in21k_ft_in1k
vit_small_patch14_reg4_dinov2.lvd142m
vit_large_patch16_384.augreg_in21k_ft_in1k
tf_efficientnetv2_s.in21k_ft_in1k
eva02_base_patch16_clip_224.merged2b_s8b_b131k
maxvit_tiny_tf_512.in1k
vgg19_bn.tv_in1k
gmixer_24_224.ra3_in1k
efficientnetv2_rw_s.ra2_in1k
swin_tiny_patch4_window7_224.ms_in22k_ft_in1k
botnet26t_256.c1_in1k
vit_large_patch14_dinov2.lvd142m_posembed224
swin_tiny_patch4_window7_224.ms_in1k
convnext_large.fb_in22k_ft_in1k
vit_tiny_patch16_384.augreg_in21k_ft_in1k
convnext_atto_ols.a2_in1k
twins_svt_base.in1k
edgenext_small.usi_in1k
efficientnet_lite0.ra_in1k
vit_large_patch32_224.orig_in21k
nf_resnet50.ra2_in1k
rexnet_100.nav_in1k
levit_128.fb_dist_in1k
senet154.gluon_in1k
twins_pcpvt_large.in1k
regnety_004.tv2_in1k
ese_vovnet19b_dw.ra_in1k
convnextv2_tiny.fcmae
resnet50.a1h_in1k
davit_base.msft_in1k
resmlp_12_224.fb_in1k
vit_large_patch14_clip_224.openai
repghostnet_080.in1k
vit_base_patch16_384.augreg_in21k_ft_in1k
mobilevit_xxs.cvnets_in1k
vit_medium_patch16_reg1_gap_256.sbb_in1k
pvt_v2_b3.in1k
vit_small_patch16_384.augreg_in21k_ft_in1k
eva02_large_patch14_448.mim_in22k_ft_in22k_in1k
swin_large_patch4_window12_384.ms_in22k_ft_in1k
swin_large_patch4_window7_224.ms_in22k_ft_in1k
swinv2_large_window12to16_192to256.ms_in22k_ft_in1k
tf_efficientnetv2_l.in21k_ft_in1k
inception_v3.gluon_in1k
swinv2_small_window16_256.ms_in1k
vit_base_patch8_224.dino
pit_b_224.in1k
cspresnet50.ra_in1k
beit_large_patch16_512.in22k_ft_in22k_in1k
swinv2_base_window12to24_192to384.ms_in22k_ft_in1k
resnet18.a1_in1k
regnety_080.ra3_in1k
eva02_large_patch14_224.mim_in22k
tf_mobilenetv3_small_minimal_100.in1k
convnext_small.in12k_ft_in1k_384
tresnet_l.miil_in1k
tinynet_e.in1k
eva_large_patch14_336.in22k_ft_in1k
mobilenetv2_100.ra_in1k
convnext_small.fb_in22k
resnest14d.gluon_in1k
efficientnet_b0.ra_in1k
vit_base_patch16_224.orig_in21k_ft_in1k
coatnext_nano_rw_224.sw_in1k
maxvit_small_tf_512.in1k
convnextv2_base.fcmae_ft_in22k_in1k
convnextv2_base.fcmae_ft_in22k_in1k_384
vit_base_patch16_224.augreg_in1k
cait_m36_384.fb_dist_in1k
tiny_vit_11m_224.dist_in22k_ft_in1k
efficientvit_l2.r224_in1k
vit_base_patch16_siglip_512
ese_vovnet39b.ra_in1k
deit_small_patch16_224.fb_in1k
vit_betwixt_patch16_reg4_gap_256.sbb_in1k
eva02_base_patch14_448.mim_in22k_ft_in22k_in1k
eva_giant_patch14_560.m30m_ft_in22k_in1k
levit_256.fb_dist_in1k
tf_efficientnet_lite0.in1k
resnet18.a3_in1k
dla102.in1k
convmixer_768_32.in1k
tf_efficientnet_b0.in1k
mixnet_l.ft_in1k
resnet18.tv_in1k
eva_large_patch14_336.in22k_ft_in22k_in1k
vit_base_patch16_224_miil.in21k
efficientvit_b3.r224_in1k
swin_base_patch4_window7_224.ms_in22k
vit_base_patch32_224.augreg_in21k_ft_in1k
tf_efficientnet_b3.ns_jft_in1k
tf_efficientnet_b7.ns_jft_in1k
caformer_b36.sail_in22k_ft_in1k
visformer_tiny.in1k
vit_betwixt_patch16_rope_reg4_gap_256.sbb_in1k
convnext_xxlarge.clip_laion2b_soup_ft_in1k
coatnet_nano_rw_224.sw_in1k
swin_s3_tiny_224.ms_in1k
resnet152.a1h_in1k
res2net101_26w_4s.in1k
swinv2_base_window8_256.ms_in1k
resnet18.fb_swsl_ig1b_ft_in1k
mixnet_m.ft_in1k
seresnextaa101d_32x8d.sw_in12k_ft_in1k_288
efficientnet_b5.sw_in12k
dla34.in1k
inception_v3.tf_adv_in1k
vit_large_patch16_224
vit_base_patch8_224.augreg2_in21k_ft_in1k
regnety_064.ra3_in1k
resnet14t.c3_in1k
resnetv2_101x1_bit.goog_in21k_ft_in1k
tf_efficientnetv2_b3.in21k
seresnext50_32x4d.racm_in1k
eva_giant_patch14_224.clip_ft_in1k
resnet10t.c3_in1k
deit3_small_patch16_224.fb_in1k
mobilenetv4_conv_small.e2400_r224_in1k
xception65.ra3_in1k
tf_efficientnet_lite2.in1k
hrnet_w48.ms_in1k
tf_efficientnet_b0.aa_in1k
vit_base_r50_s16_384.orig_in21k_ft_in1k
densenet121.ra_in1k
cspresnext50.ra_in1k
vit_base_patch16_224.orig_in21k
vit_huge_patch14_clip_224.laion2b_ft_in12k_in1k
vit_large_patch14_clip_224.openai_ft_in1k
vit_base_patch32_clip_448.laion2b_ft_in12k_in1k
convnext_xlarge.fb_in22k
xception71.tf_in1k
deit_small_distilled_patch16_224.fb_in1k
tf_efficientnetv2_b3.in21k_ft_in1k
resnet34d.ra2_in1k
samvit_huge_patch16.sa1b
vit_huge_patch14_clip_336.laion2b_ft_in12k_in1k
mobilenetv3_large_100.miil_in21k
mixer_b16_224.goog_in21k_ft_in1k
tf_efficientnetv2_l.in21k
resnet50.fb_ssl_yfcc100m_ft_in1k
resnet50.tv_in1k
tf_efficientnetv2_b0.in1k
dm_nfnet_f0.dm_in1k
resnet34.a1_in1k
vit_base_patch16_rope_reg1_gap_256.sbb_in1k
mvitv2_base_cls.fb_inw21k
convnext_tiny.fb_in1k
vit_large_patch14_dinov2.lvd142m
coatnet_1_rw_224.sw_in1k
resnet50.tv2_in1k
vit_base_patch14_reg4_dinov2.lvd142m
hrnet_w32.ms_in1k
resnet50.a1_in1k
convnext_large_mlp.clip_laion2b_soup_ft_in12k_384
resnetrs50.tf_in1k
sebotnet33ts_256.a1h_in1k
tf_efficientnet_b2.ns_jft_in1k
resnet101.a1h_in1k
vit_betwixt_patch16_reg1_gap_256.sbb_in1k
fastvit_t12.apple_in1k
mobilenetv3_small_100.lamb_in1k
vit_base_patch32_clip_224.laion2b_ft_in12k_in1k
eca_nfnet_l0.ra2_in1k
res2net50_14w_8s.in1k
inception_v4.tf_in1k
maxxvit_rmlp_small_rw_256.sw_in1k
vit_little_patch16_reg4_gap_256.sbb_in1k
convnext_atto.d2_in1k
mobilevit_xs.cvnets_in1k
nest_base_jx.goog_in1k
efficientnet_b1_pruned.in1k
convnext_tiny.fb_in22k_ft_in1k_384
maxvit_xlarge_tf_224.in21k
convnextv2_huge.fcmae_ft_in22k_in1k_512
gernet_l.idstcv_in1k
densenet161.tv_in1k
vit_mediumd_patch16_rope_reg1_gap_256.sbb_in1k
ecaresnet26t.ra2_in1k
convnext_large_mlp.clip_laion2b_soup_ft_in12k_in1k_320
vit_base_patch16_224.augreg_in21k
lcnet_100.ra2_in1k
deit3_small_patch16_224.fb_in22k_ft_in1k
mobileone_s0.apple_in1k
tf_mobilenetv3_small_075.in1k
vit_huge_patch14_224.orig_in21k
vit_mediumd_patch16_reg4_gap_256.sbb_in12k_ft_in1k
vit_so400m_patch14_siglip_384
wide_resnet50_2.racm_in1k
resnet18d.ra2_in1k
hrnet_w64.ms_in1k
dpn107.mx_in1k
vit_giant_patch14_reg4_dinov2.lvd142m
vgg13.tv_in1k
coatnet_rmlp_1_rw2_224.sw_in12k_ft_in1k
convnext_base.fb_in22k
tresnet_m.miil_in21k
deit_base_patch16_224.fb_in1k
caformer_m36.sail_in22k_ft_in1k
tf_efficientnetv2_s.in21k
regnetx_016.tv2_in1k
fbnetv3_b.ra2_in1k
regnety_002.pycls_in1k
caformer_b36.sail_in22k_ft_in1k_384
ghostnet_100.in1k
efficientformerv2_s0.snap_dist_in1k
resnext101_32x8d.tv_in1k
resnet101.tv_in1k
efficientnet_em.ra2_in1k
eva02_enormous_patch14_plus_clip_224.laion2b_s9b_b144k
swinv2_base_window12to16_192to256.ms_in22k_ft_in1k
resnext101_32x32d.fb_wsl_ig1b_ft_in1k
efficientformerv2_s2.snap_dist_in1k
maxvit_xlarge_tf_512.in21k_ft_in1k
regnety_120.sw_in12k_ft_in1k
fastvit_t8.apple_dist_in1k
beit_base_patch16_224.in22k_ft_in22k_in1k
coatnet_0_rw_224.sw_in1k
coat_lite_mini.in1k
poolformerv2_s12.sail_in1k
inception_resnet_v2.tf_in1k
resnest50d.in1k
vit_wee_patch16_reg1_gap_256.sbb_in1k
swin_base_patch4_window12_384.ms_in22k_ft_in1k
resnet26d.bt_in1k
swinv2_cr_tiny_ns_224.sw_in1k
tf_mobilenetv3_large_minimal_100.in1k
beit_base_patch16_384.in22k_ft_in22k_in1k
vit_small_patch16_224.dino
samvit_base_patch16.sa1b
densenet169.tv_in1k
regnetx_002.pycls_in1k
pit_s_distilled_224.in1k
vit_base_patch16_clip_224.openai
rexnet_150.nav_in1k
ecaresnet101d.miil_in1k
tf_efficientnetv2_m.in21k
resnet200d.ra2_in1k
tresnet_v2_l.miil_in21k_ft_in1k
convnextv2_large.fcmae_ft_in22k_in1k
efficientvit_m5.r224_in1k
davit_small.msft_in1k
convnext_xlarge.fb_in22k_ft_in1k
vit_large_patch32_384.orig_in21k_ft_in1k
eva02_small_patch14_336.mim_in22k_ft_in1k
tf_efficientnetv2_b1.in1k
convnextv2_base.fcmae
vit_large_patch14_clip_224.openai_ft_in12k_in1k
vit_large_patch14_clip_336.openai
beitv2_large_patch16_224.in1k_ft_in22k_in1k
mobileone_s1.apple_in1k
resnet50.fb_swsl_ig1b_ft_in1k
wide_resnet101_2.tv_in1k
swin_base_patch4_window7_224.ms_in22k_ft_in1k
swinv2_base_window12_192.ms_in22k
tinynet_a.in1k
vit_betwixt_patch16_reg4_gap_256.sbb_in12k
convnext_tiny.fb_in22k
hrnet_w18.ms_aug_in1k
convnext_nano.in12k_ft_in1k
resnest101e.in1k
maxvit_nano_rw_256.sw_in1k
swin_small_patch4_window7_224.ms_in22k_ft_in1k
convnext_small.fb_in22k_ft_in1k_384
volo_d2_224.sail_in1k
vit_large_patch16_224.augreg_in21k_ft_in1k
caformer_s36.sail_in1k
inception_resnet_v2.tf_ens_adv_in1k
mobilenetv4_conv_small.e1200_r224_in1k
vit_base_patch32_clip_384.openai_ft_in12k_in1k
convnext_nano.in12k
swinv2_base_window16_256.ms_in1k
mobilevitv2_050.cvnets_in1k
vit_base_patch8_224.augreg_in21k
swinv2_tiny_window8_256.ms_in1k
deit_tiny_patch16_224.fb_in1k
mobilenetv3_small_075.lamb_in1k
vit_tiny_patch16_224.augreg_in21k
vit_small_patch16_224.augreg_in21k_ft_in1k
visformer_small.in1k
inception_v3.tv_in1k
convnext_base.fb_in22k_ft_in1k
convnext_small.fb_in22k_ft_in1k
maxvit_base_tf_512.in21k_ft_in1k
beit_large_patch16_384.in22k_ft_in22k_in1k
vit_base_patch32_clip_224.openai
hrnet_w18_small_v2.gluon_in1k
fastvit_t8.apple_in1k
mobilenetv3_large_100.miil_in21k_ft_in1k
efficientvit_l3.r224_in1k
efficientnet_b3.ra2_in1k
deit_base_distilled_patch16_224.fb_in1k
convnextv2_nano.fcmae_ft_in22k_in1k
twins_svt_large.in1k
repvgg_a2.rvgg_in1k
convnextv2_pico.fcmae_ft_in1k
spnasnet_100.rmsp_in1k
convnextv2_nano.fcmae_ft_in1k
convnextv2_atto.fcmae_ft_in1k
twins_svt_small.in1k
tf_efficientnetv2_b2.in1k
vgg16.tv_in1k
tf_efficientnetv2_xl.in21k
regnety_040.ra3_in1k
selecsls42b.in1k
poolformer_m36.sail_in1k
efficientvit_b0.r224_in1k
swin_base_patch4_window7_224.ms_in1k
vit_base_patch14_dinov2.lvd142m
convnext_base.clip_laion2b_augreg_ft_in12k_in1k
vit_large_patch14_reg4_dinov2.lvd142m
poolformer_s12.sail_in1k
fbnetc_100.rmsp_in1k
efficientnet_b1.ft_in1k
xception41.tf_in1k
xcit_large_24_p8_224.fb_in1k
mobilenetv2_140.ra_in1k
